date,Like Count,View Count,Engagement Score
2023-05-13,6,1555.0,-0.02527677955642727
2023-05-14,8,2131.0,-0.02595560871261371
2023-05-15,706,247117.0,-0.02415474334465259
2023-05-16,176,102709.0,0.14724345230808944
2023-05-17,233,155407.0,0.02415474334465259
2023-05-18,45,9242.0,0.11385946576873532
