,STOCK,Datetime,Tweet Id,Text,Reply Count,Like Count,Quote Count,View Count,Vibe,Retweet Count,Conversation Id
0,AMZN,2023-05-19 23:25:32+00:00,1659701853687365642,@Katty_K94 Rock on! 🎸 Thank you for being you! 😍,1,2,0,27.0,,0,1659668765447974913
1,AMZN,2023-05-19 23:20:03+00:00,1659700476009492480,@Katty_K94 You're awesome! 🍎 We're sending you a couple of items from your list! Please be on the lookout for a package from us! 💝 🎁,1,5,0,34.0,,0,1659668765447974913
2,AMZN,2023-05-19 22:38:22+00:00,1659689984251555840,@drcurvy_yt 😍 🙌 🔥,1,1,1,68.0,,0,1659681322866995206
3,AMZN,2023-05-19 22:38:13+00:00,1659689946918035456,@agelesshermit93 Awesome poster! 🍿 What an epic find! We're so excited that we could deliver this happiness to you! 🙌 #DeliveringSmiles,1,1,0,43.0,,0,1659679718524764162
4,AMZN,2023-05-19 22:13:35+00:00,1659683748903022593,@Katty_K94 Yaass! 🥰 We got your back! What kind of goodies are you needing for your Amazon-ing students? Emojis only... 🙌,4,4,0,100.0,,0,1659668765447974913
5,AMZN,2023-05-19 22:13:04+00:00,1659683616769679362,@jdpereira Please do tell! 💕 We'd love to know what she's interested in reading for the next couple of books! 📘,1,0,0,17.0,,0,1659608243247759387
6,AMZN,2023-05-19 19:03:52+00:00,1659636002938298381,@KayTeeeOh 👀 😍 👀,0,1,0,28.0,,0,1656317251513991168
7,AMZN,2023-05-19 18:28:59+00:00,1659627225820348433,@jdpereira We really appreciate the shout-out! 😍 Amazing that your kiddo loves to read! Has she got her eyes on her next book? 👀,1,1,0,84.0,,0,1659608243247759387
8,AMZN,2023-05-19 18:24:12+00:00,1659626020692000768,@MossWitchFox Awe! 😍 Who needs a watch dog when you have can have a watch Taiga! We certainly like this fur-babies CAT-tttude! 😻,0,1,0,43.0,,0,1659622211785834497
9,AMZN,2023-05-19 17:40:02+00:00,1659614905866043393,@jdpereira 😍 📘 🥰,1,1,0,167.0,,0,1659608243247759387
10,AMZN,2023-05-19 17:39:26+00:00,1659614754858516498,"@fairygirl_333 It's like a fashion treasure trove right? 🏖️ We also like to think of it as our own personal fashion genie, granting all the styling wishes that we could dream of. We have to also say, you and us just ""CLICK"". 😍",0,1,0,14.0,,0,1659607684906205205
11,AMZN,2023-05-19 17:24:59+00:00,1659611119911157766,@MrsGrendalFaust  🤗 Look how SWEET they are!! 🐈 They're so lucky to have you! ⭐ Best Cat Momma Ever! 🏆,0,1,0,10.0,,0,1659237099709530113
12,AMZN,2023-05-19 17:24:41+00:00,1659611045252546564,@LadyofLuxury95 Whoop Whoop! 🙌 We're so happy to hear about your speedy delivery and hope that the kiddos are ecstatic also! #DeliveringSmiles 😍 🥰,0,0,0,69.0,,0,1659598990067875847
13,AMZN,2023-05-19 12:00:01+00:00,1659529338448932864,"Manhattan: 😍🥨🚕🛍️
 
@MaiselTV’s Manhattan: 😍🥨🚕🛍️✨🤣💃🌃 
 
Follow along as we take you on an epic tour of @PrimeVideo's #MrsMaisel NYC filming locations IRL. 👇
 https://t.co/EaJ0k3qFYS",24,119,2,45942.0,,22,1659529338448932864
14,AMZN,2023-05-19 07:17:49+00:00,1659458322087419905,@prasad1104 Our apologies for the inconvenience you had to face. We've checked and can confirm that everything is working fine from our end. We'd request you to clear your cookies/cache and try reinstalling the latest version of the app to see if the problem persists. -Afroz,1,0,1,86.0,,0,1659458008957747200
15,AMZN,2023-05-19 00:18:07+00:00,1659352701480628224,@MrsGrendalFaust PERFECT! 💚❤️💙 What are some of their favorite treats or toys?! 😺🎣🧶,1,2,0,105.0,,0,1659237099709530113
16,AMZN,2023-05-19 00:17:42+00:00,1659352592843939841,@SlimPaul20 😅 That is SO cool! It's like you KNOW the band! 📯🎶🖼️,1,0,0,153.0,,0,1659335426274996227
17,AMZN,2023-05-18 23:39:19+00:00,1659342937128333313,@fiore_dorothy You're welcome! 😘,0,2,0,36.0,,0,1658960533544992770
18,AMZN,2023-05-18 23:38:11+00:00,1659342651634724867,"@DOFGuy Yay! So happy to hear that the kiddo got some fresh new duds. 😍 Also, happy to hear that they fit well. We appreciate the shout-out! ❤️ 🛒 🚀",0,0,0,60.0,,0,1656440827558739970
19,AMZN,2023-05-18 23:17:51+00:00,1659337534046961665,"@sinaaaa06 Omgosh, YES! 😂 You're so sweet to YOUUU! 🛒📦🎁❤️",0,3,0,104.0,,0,1659321214404370437
20,AMZN,2023-05-18 23:17:34+00:00,1659337461791707136,@fiore_dorothy Squeee! 🎈 Awesome! We've got a couple of things on the list coming your way! You &amp; your students are gonna have a great time! 🍿🐙📦💛,1,1,0,182.0,,0,1658960533544992770
21,AMZN,2023-05-18 22:16:45+00:00,1659322158164606980,@MrsGrendalFaust @MrsGrendalFaust Oh. My. GOODNESS! 😻 How cute are they?! 💙 What are their names? They sure look happy! 🛒📦🚚,1,0,0,115.0,,0,1659237099709530113
22,AMZN,2023-05-18 22:16:34+00:00,1659322111368806402,@PiplupPokemon1 We're so happy to hear that you've received your coloring book today! We ❤️ seeing what types of awesome prizes that our customers are getting. 😻,0,0,0,47.0,,0,1656417907407028229
23,AMZN,2023-05-18 21:48:01+00:00,1659314923703246857,"@fiore_dorothy Oh, this sounds so fun! 🥳 What are you planning to do for the summer bash?! ❤️✏️🍎",1,1,0,98.0,,0,1658960533544992770
