,STOCK,Datetime,Tweet Id,Text,Reply Count,Like Count,Quote Count,View Count,Vibe,Retweet Count,Conversation Id
45,AMZN,2023-05-16 11:44:18+00:00,1658438221481607168,"@foxliberatrix We're sorry you haven't received your order! When you select ""Track Package"" here: https://t.co/c6ie4ZIIhd, which carrier is assigned to the order? We'd like to help! -Paula",0,0,0,23.0,,0,1658435692966363136
46,AMZN,2023-05-16 11:04:32+00:00,1658428213507379201,"@printer1510 Unfortunately we don't have any Amazon account access via social media. Please reach out to us here: https://t.co/R51O4wjZxb, &amp; select 'My password isn't working' &amp; call us on the number provided. This will put you through to the team who can assist you further. -Morgan",1,0,0,28.0,,0,1658413841196122113
47,AMZN,2023-05-16 10:51:49+00:00,1658425011474923521,"@printer1510 What is happening when you try to use our chat service? This will link you directly to our Customer service team who have access to your Amazon account, as we don't have any Amazon account access via social media.  -Morgan",1,0,0,23.0,,0,1658413841196122113
48,AMZN,2023-05-16 10:41:56+00:00,1658422525657772032,"@printer1510 It sounds like you may have created a new Amazon account if you cannot locate your details. We advise reaching out to us directly here: https://t.co/3aGNamWvd1, and we can take a closer look into this with you. -Morgan",1,0,0,8.0,,0,1658413841196122113
49,AMZN,2023-05-16 10:29:03+00:00,1658419281573339136,"@printer1510 Hello, we are here to help. Can you please confirm what Amazon website you use, is it Amazon. com, .ca, .co.uk, .in, etc.? -Morgan",2,0,0,18.0,,0,1658413841196122113
50,AMZN,2023-05-16 08:29:33+00:00,1658389211177799682,"@abhijeetsharmaj We get your concern. As the issue has been escalated, we're sure that the concern will be solved on priority basis. Kindly wait, we are positive that you'll be provided with the best possible resolution at the earliest.
 -Mustafa",1,0,0,29.0,,0,1658365494813130753
51,AMZN,2023-05-16 02:01:54+00:00,1658291655668121600,"@mdvolker Hello. We offer information, and troubleshooting for Amazon Prime Video services on our site here: https://t.co/n6Ce9fOYtg. Let us know if the tips work, or don't work to correct the issue you're facing streaming. -Donald",1,0,0,94.0,,0,1658290499583631362
52,AMZN,2023-05-15 22:00:07+00:00,1658230806622482434,“Your Amazon package has been delivered.” https://t.co/WVg2YYRlR9,278,587,8,170071.0,,100,1658230806622482434
53,AMZN,2023-05-15 20:45:35+00:00,1658212048650510337,@Britt_713 🥰 📦 🚚 💨,0,1,0,125.0,,0,1658200384790319104
54,AMZN,2023-05-15 20:41:16+00:00,1658210963835764736,@TinaMaeJones This is what we love to hear! 🙌 Thanks for the shout-out! #DeliveringSmiles 😀 📦 🚚,0,1,0,99.0,,0,1658198066640584704
55,AMZN,2023-05-15 17:55:09+00:00,1658169158125617152,"@ShomeTheDellas No matter where you're at, we're there for you! 🥰",0,0,0,44.0,,0,1658149731103649795
56,AMZN,2023-05-15 17:27:17+00:00,1658162147103322120,@PatrickRockey15 Thanks for sharing the love! 🧡 We're so happy we can be there for you and your family. We appreciate you! 😊,1,1,0,66.0,,0,1658153885826002950
57,AMZN,2023-05-15 17:19:19+00:00,1658160142557298689,"@cutiegirl86 If you have shared your details using the link provided earlier. Our Social Media team will reach out to you within 6-12 hours via email. Kindly wait for further update. 

 -Charan",0,0,0,24.0,,0,1658142638086963201
58,AMZN,2023-05-15 16:19:12+00:00,1658145010821349377,@ayeeitsdelilax We're glad we could help add a little pep in your step this morning! 💃😃🕺 We hope you have a BREW-tiful day! ☕ #DeliveringSmiles,0,1,0,100.0,,0,1658101111935455233
59,AMZN,2023-05-15 15:41:51+00:00,1658135614984732673,@KweenKimberly Thank you so much for the shout-out! 🥰 #DeliveringSmiles is what it's all about! 😃 📦 🚚 🧡,0,0,0,144.0,,0,1658110895749226501
60,AMZN,2023-05-15 15:41:47+00:00,1658135596076769282,"@Linnzo_ Hey, when it comes to adulting, we've got your back! 😄",0,0,0,90.0,,0,1657944862300295174
61,AMZN,2023-05-15 14:03:38+00:00,1658110895749226501,"We know the one burning question that keeps you up at night is, “What’s an Amazon delivery van like?” Torazz, a delivery driver for Amazon, has the answers. Here are three of his favorite features in his ride 🤩

See more Amazon delivery van features: https://t.co/wc85zMCIOJ https://t.co/RdaY6myL4O",45,113,2,75040.0,,25,1658110895749226501
62,AMZN,2023-05-15 13:34:29+00:00,1658103558586155008,@AbyssalMage Let the good times roll! 😃 ⛸️,1,0,0,136.0,,0,1657945610341720064
63,AMZN,2023-05-14 20:33:09+00:00,1657846535126765573,"@Siouxbear08  Hello! We saw your post, and we wanted to send you a little something to help for everything you're doing for these previous animals! ❤️ Please keep an eye on your mail for a package from us. 💌 #NationalPetMonth",0,1,0,105.0,,1,1657827423545884672
64,AMZN,2023-05-14 19:26:50+00:00,1657829845110337537,@Omar10812034 This is the best form of self-care! ❤️,0,0,0,143.0,,0,1657817568508362760
65,AMZN,2023-05-14 18:26:16+00:00,1657814602137083905,"@Bren_Marie87 Aww, we're happy we could be here for you! ❤️",0,1,0,187.0,,0,1657512763265040384
66,AMZN,2023-05-14 18:25:01+00:00,1657814286457004034,@RosePatchGaming Book mail HAS to be the best mail!! 📚 📚 Happy reading!! 📖,0,1,0,144.0,,0,1657518759509123073
67,AMZN,2023-05-14 17:53:36+00:00,1657806381343207426,@MarkBlaise1 We're so excited for you!! 💃 🕺 We hope you love your order! 😍,2,1,0,254.0,,0,1657788693724250126
68,AMZN,2023-05-14 16:30:59+00:00,1657785589935099904,@bonitanishaa We LOVE a good new scent!! 👃 💐 🥥 🍒,0,0,0,151.0,,0,1657547409226883074
69,AMZN,2023-05-14 16:30:12+00:00,1657785392517599232,@IanW144 Thank you so much for your kind words! 🥰 We appreciate you!,0,0,0,58.0,,0,1655256170502795269
70,AMZN,2023-05-14 16:29:14+00:00,1657785148773920777,"@swifferwins Firstly, CONGRATULATIONS! 🎉 🥳 🎉 Secondly, we're OBSESSED. This is such a fun way to express yourself, and we love the creativity. 🎨 🎨 What was your favorite thing about college?! 🎓 🎓",0,1,0,180.0,,0,1657555104470294530
71,AMZN,2023-05-14 15:05:26+00:00,1657764062158024705,@reiacunya Aww! 😍 That was so kind of you! 🧡 We're glad to hear he was so happy! 🥰,0,1,0,151.0,,0,1655240866074877952
72,AMZN,2023-05-14 14:54:56+00:00,1657761418458824705,"@webmastersteel Aww, we're so happy you loved your Kindle device so much! ❤️ What's your favorite genre to get lost in?! 📚 📚 Also, which marketplace are you located in (.com, .uk, .ca, etc.)? 🤩",1,1,0,266.0,,0,1644335684386271233
73,AMZN,2023-05-14 14:09:05+00:00,1657749880427761665,"@chefkenisha Aww, thank you for the love!! 🥰 We ❤️ you, too!!",0,1,0,195.0,,0,1657576790112477185
74,AMZN,2023-05-14 12:56:59+00:00,1657731735184973825,"@12thlighthouse Okay... now we're totally intrigued! 🤔 We went from ""we'd love to know"", to ""we HAVE to know""! 😄 Would you mind sharing your plans with us, or would you prefer to keep them a secret? 🤫",1,0,0,49.0,,0,1655642293875925003
75,AMZN,2023-05-14 12:54:24+00:00,1657731083033534464,@nicolefranq Pshhh. We say --embrace BOTH! 👏 👏 Go for that full on Cluttercore moment! ❤️ You deserve it! What awesome things have you purchased lately that bring a huge smile to your face?! 🛍️ 🛒,1,0,0,127.0,,0,1657723937080610816
76,AMZN,2023-05-14 12:42:16+00:00,1657728030935064577,"@bpridgeo This made us hardcore giggle. 🤣 When you're not busy being the ultimate comedian 😜, what other awesome things do you love to do? 🤩",0,0,0,98.0,,0,1657700371202994179
77,AMZN,2023-05-13 22:51:05+00:00,1657518856301166592,@_ardentBLISS Yay! We hope that you're having such a NOVEL experience while reading with us! 😍 Sounds like you're building a cool library of your own! 📙,0,0,0,143.0,,0,1655211494336786433
78,AMZN,2023-05-13 22:50:58+00:00,1657518829830918145,"@tiredxmama Oh my gosh, we love this! 🙌 We need to see these gnomes! 🍄🧙🏻‍♂️🌿",0,1,0,172.0,,0,1657512067014721537
79,AMZN,2023-05-13 22:33:19+00:00,1657514387186364416,@naswillshine 🛒📦🚚❤️,0,1,0,155.0,,0,1657502139072098305
80,AMZN,2023-05-13 22:23:39+00:00,1657511953298776064,@mxc_98 Ooh! 🥘 What are you looking forward to making the most?! 📖🍴🍳,0,1,0,101.0,,0,1657490541364273156
81,AMZN,2023-05-13 22:02:34+00:00,1657506646006935557,@thedrumqueen You're welcome! 😍 You look FAB! 💃 Have a great time! 🛒📦🚚❤️,0,0,0,141.0,,0,1657501389164011520
82,AMZN,2023-05-13 21:24:58+00:00,1657497184281976835,@shegobyshay So exciting that you're finding lots of cool things to order from us! 🥰 What’s your fav so far this year? Annnd GO! 😍,0,0,0,89.0,,0,1655201714138497027
83,AMZN,2023-05-13 20:15:24+00:00,1657479679777951749,@losroblos1 Your delivery is in good PAWS with Walter the guard cat for sure! 😻 🐾 I bet Walter gets hungry after a long shift! ❤️,0,0,0,70.0,,0,1655437398963023874
84,AMZN,2023-05-13 20:11:04+00:00,1657478586373226497,@_SalRose Yasss! 🙌 Anything exciting in mind?! 🤔 🛒 📦 🚚 ❤️,0,0,0,108.0,,0,1657474200993406976
85,AMZN,2023-05-13 19:27:25+00:00,1657467601826578433,@Q_theecreative 🙌 We aim to deliver! 🎯🏃‍♂️📦🚚,0,1,0,164.0,,1,1657457857741348864
86,AMZN,2023-05-13 18:31:17+00:00,1657453478296408065,@gabydotpom EEK! 🙌 That's exciting! 😮 Keep calm &amp; READ ON! 📚🤓💡❤️,0,0,0,88.0,,0,1657450198363443201
87,AMZN,2023-05-13 18:14:10+00:00,1657449168506372100,@joness_ron Yassss! Thanks for the shoutout! 📢 We're so happy to hear that you're loving our services! 😍,0,1,0,89.0,,0,1655001183906349057
88,AMZN,2023-05-13 18:07:54+00:00,1657447590055518208,@FFR_RedBullGT 🥰 😍 ❤️,1,1,0,132.0,,0,1657089946828562443
89,AMZN,2023-05-13 18:07:45+00:00,1657447552839565313,@badgalkee We got you! 🙌🛒📦🚚❤️,0,0,0,103.0,,0,1657413206250254336
90,AMZN,2023-05-13 17:00:00+00:00,1657430505560719360,@coach_crage  Excellent! 🧝🗡️🏹🛡️ GAME ON! 🎮❤️,1,0,0,171.0,,1,1657111542721306624
