date,Like Count,View Count,Engagement Score
2023-05-15,596,175266.0,0.00042118814655425166
2023-05-16,182,106802.0,-0.001275269371637852
2023-05-17,257,167267.0,-0.0014428916593398867
2023-05-18,1350,431495.0,0.00014930003242930685
2023-05-19,140,46990.0,0.0
